date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:27:38	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Dec%202016%2011:27:37%20GMT	http://sisken-mpsp.mpsp.gov.my/Content/images/ui-bg_flat_75_aaaaaa_40x100.png	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/Content/images/ui-bg_flat_75_aaaaaa_40x100.1a.delayed	(from http://sisken-mpsp.mpsp.gov.my/Content/bootstrap?v=HGlVZMSY80CRf54U0waMf7n_VMfT7CHFBTctLdfeVH81)
19:27:38	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Dec%202016%2011:27:38%20GMT	http://sisken-mpsp.mpsp.gov.my/Content/images/ui-bg_flat_55_999999_40x100.png	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/Content/images/ui-bg_flat_55_999999_40x100.1b.delayed	(from http://sisken-mpsp.mpsp.gov.my/Content/bootstrap?v=HGlVZMSY80CRf54U0waMf7n_VMfT7CHFBTctLdfeVH81)
19:27:41	20127/20127	---M--	200	added ('OK')	application/octet-stream	etag:%220c7bbf8243cd11:0%22	http://sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.eot	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.eot	(from http://sisken-mpsp.mpsp.gov.my/Content/bootstrap?v=HGlVZMSY80CRf54U0waMf7n_VMfT7CHFBTctLdfeVH81)
19:27:41	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Dec%202016%2011:27:42%20GMT	http://sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.woff2	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.1d.delayed	(from http://sisken-mpsp.mpsp.gov.my/Content/bootstrap?v=HGlVZMSY80CRf54U0waMf7n_VMfT7CHFBTctLdfeVH81)
19:27:45	20127/20127	---M--	200	added ('OK')	application/octet-stream	etag:%220c7bbf8243cd11:0%22	http://sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.eot?	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regulard41d.eot	(from http://sisken-mpsp.mpsp.gov.my/Content/bootstrap?v=HGlVZMSY80CRf54U0waMf7n_VMfT7CHFBTctLdfeVH81)
19:27:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Dec%202016%2011:27:46%20GMT	http://sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.woff	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.1e.delayed	(from http://sisken-mpsp.mpsp.gov.my/Content/bootstrap?v=HGlVZMSY80CRf54U0waMf7n_VMfT7CHFBTctLdfeVH81)
19:27:53	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%220c7bbf8243cd11:0%22	http://sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.ttf	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.ttf	(from http://sisken-mpsp.mpsp.gov.my/Content/bootstrap?v=HGlVZMSY80CRf54U0waMf7n_VMfT7CHFBTctLdfeVH81)
19:27:54	109025/109025	---M--	200	added ('OK')	image/svg+xml	etag:%220c7bbf8243cd11:0%22	http://sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.svg	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/fonts/glyphicons-halflings-regular.svg	(from http://sisken-mpsp.mpsp.gov.my/Content/bootstrap?v=HGlVZMSY80CRf54U0waMf7n_VMfT7CHFBTctLdfeVH81)
19:28:07	1745218/1745218	---M--	200	added ('OK')	image/jpeg	etag:%22070e8f32a74d11:0%22	http://sisken-mpsp.mpsp.gov.my/Content/images/DSC_0332%20(4).jpg	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/Content/images/DSC_0332%20(4).jpg	(from http://sisken-mpsp.mpsp.gov.my/)
19:28:08	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2232400f4e08932a94d8bfd2422702c446%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont.eot?v=4.5.0	C:/wamp64/www/httrack/sisken/sisken/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont3295.eot	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css)
19:28:19	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2232400f4e08932a94d8bfd2422702c446%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont.eot?	C:/wamp64/www/httrack/sisken/sisken/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfontd41d.eot	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css)
19:28:23	83588/83588	---M--	200	added ('OK')	application/font-woff	etag:%22a35720c2fed2c7f043bc7e4ffb45e073%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont.woff?v=4.5.0	C:/wamp64/www/httrack/sisken/sisken/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont3295.woff	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css)
19:28:26	365616/365616	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f775f9cca88e21d45bebe185b27c0e5b%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont.svg?v=4.5.0	C:/wamp64/www/httrack/sisken/sisken/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont3295.svg	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css)
19:28:27	1881634/1881634	---M--	200	added ('OK')	image/jpeg	etag:%22070e8f32a74d11:0%22	http://sisken-mpsp.mpsp.gov.my/Content/images/DSC_0237%20(4).jpg	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/Content/images/DSC_0237%20(4).jpg	(from http://sisken-mpsp.mpsp.gov.my/)
19:28:30	1723583/1723583	---M--	200	added ('OK')	image/jpeg	etag:%22070e8f32a74d11:0%22	http://sisken-mpsp.mpsp.gov.my/Content/images/DSC_0425%20(4).jpg	C:/wamp64/www/httrack/sisken/sisken/sisken-mpsp.mpsp.gov.my/Content/images/DSC_0425%20(4).jpg	(from http://sisken-mpsp.mpsp.gov.my/)
19:28:32	66624/66624	---M--	200	added ('OK')	application/font-woff2	etag:%22db812d8a70a4e88e888744c1c9a27e89%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/wamp64/www/httrack/sisken/sisken/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont3295.woff2	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css)
19:28:32	142072/142072	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22a3de2170e4e9df77161ea5d3f31b2668%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/wamp64/www/httrack/sisken/sisken/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/fonts/fontawesome-webfont3295.ttf	(from https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css)
