date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:19:05	142/142	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:08%20GMT	https://github.com/firstopinion/formatter.js/compare/smillea:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/smillea_master...844.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:06	140/140	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:09%20GMT	https://github.com/firstopinion/formatter.js/compare/smtkr:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/smtkr_master...845.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:08	146/146	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:10%20GMT	https://github.com/firstopinion/formatter.js/compare/spacedogXYZ:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/spacedogXYZ_master...846.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:09	140/140	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:12%20GMT	https://github.com/firstopinion/formatter.js/compare/spmjs:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/spmjs_master...847.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:10	148/148	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:13%20GMT	https://github.com/firstopinion/formatter.js/compare/stevengoodboy:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/stevengoodboy_master...848.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:12	147/147	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:14%20GMT	https://github.com/firstopinion/formatter.js/compare/swebdesigner:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/swebdesigner_master...849.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:13	142/142	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:15%20GMT	https://github.com/firstopinion/formatter.js/compare/syildiz:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/syildiz_master...84a.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:14	149/149	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:16%20GMT	https://github.com/firstopinion/formatter.js/compare/the-codepunker:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/the-codepunker_master...84b.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:15	152/152	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:18%20GMT	https://github.com/firstopinion/formatter.js/compare/theskumar-archive:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/theskumar-archive_master...84c.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:16	141/141	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:19%20GMT	https://github.com/firstopinion/formatter.js/compare/tnndwc:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/tnndwc_master...84d.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:17	145/145	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:20%20GMT	https://github.com/firstopinion/formatter.js/compare/torryzhang:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/torryzhang_master...84e.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:19	149/149	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:21%20GMT	https://github.com/firstopinion/formatter.js/compare/treavorwagoner:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/treavorwagoner_master...84f.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:20	147/147	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:22%20GMT	https://github.com/firstopinion/formatter.js/compare/tropperstyle:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/tropperstyle_master...850.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:21	146/146	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:24%20GMT	https://github.com/firstopinion/formatter.js/compare/truonguyen1:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/truonguyen1_master...851.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:22	144/144	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:25%20GMT	https://github.com/firstopinion/formatter.js/compare/turboMaCk:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/turboMaCk_master...852.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:24	142/142	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:26%20GMT	https://github.com/firstopinion/formatter.js/compare/tushroy:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/tushroy_master...853.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:25	146/146	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:27%20GMT	https://github.com/firstopinion/formatter.js/compare/twistedogic:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/twistedogic_master...854.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:26	144/144	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:29%20GMT	https://github.com/firstopinion/formatter.js/compare/valenwave:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/valenwave_master...855.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:28	142/142	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:30%20GMT	https://github.com/firstopinion/formatter.js/compare/veera4u:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/veera4u_master...856.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:29	148/148	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:31%20GMT	https://github.com/firstopinion/formatter.js/compare/vicodeveloper:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/vicodeveloper_master...857.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:30	144/144	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:32%20GMT	https://github.com/firstopinion/formatter.js/compare/vkartaviy:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/vkartaviy_master...858.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:31	145/145	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:33%20GMT	https://github.com/firstopinion/formatter.js/compare/vmsoftware:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/vmsoftware_master...859.delayed	(from https://github.com/firstopinion/formatter.js/compare)
04:19:32	142/142	---MC-	302	error ('Found')	text/html	date:Fri,%2030%20Dec%202016%2020:19:35%20GMT	https://github.com/firstopinion/formatter.js/compare/whiskas:master...master	C:/wamp64/www/httrack/template/materialize-admin/github.com/firstopinion/formatter.js/compare/whiskas_master...85a.delayed	(from https://github.com/firstopinion/formatter.js/compare)
